x,y,theta,stamp
4.358698788564652e-07,-5.032239869251498e-07,5.0068016835420345e-06,1729891837774804639
4.358698788564652e-07,-5.032239869251498e-07,5.0068016835420345e-06,1729891837824781690
4.358698788564652e-07,-5.032239869251498e-07,5.0068016835420345e-06,1729891837871831778
0.0002804652613122016,-9.401330316904932e-06,0.0003891010071833255,1729891837918927146
0.003425508737564087,-8.884682756615803e-05,0.003203683357623362,1729891837967755605
0.010299651883542538,0.0003733635530807078,0.011390672544101452,1729891838030970069
0.017603321000933647,0.0010401296894997358,0.019028946058856185,1729891838079140474
0.026077743619680405,0.001356878550723195,0.03020917417341681,1729891838126309041
0.03634351119399071,0.002317368984222412,0.047188681351814935,1729891838175886612
0.047973498702049255,0.003484787419438362,0.07199760998561931,1729891838224782339
0.059892889112234116,0.004822661634534597,0.10290498558062672,1729891838270783249
0.07306016236543655,0.006669582799077034,0.14460060943524985,1729891838318923046
0.0862525925040245,0.009144282899796963,0.19080530954696462,1729891838367765096
0.09933474659919739,0.01227973960340023,0.23742584300317435,1729891838414695562
0.11230134218931198,0.015772029757499695,0.2885965031556559,1729891838463054697
0.1284378468990326,0.02114199288189411,0.36389777860175787,1729891838527517318
0.14024285972118378,0.02597101591527462,0.41784820034471654,1729891838573931766
0.15279431641101837,0.0319308340549469,0.46666247550109863,1729891838622956324
0.1657564789056778,0.038714535534381866,0.5066909282519034,1729891838670993638
0.17890764772891998,0.046356379985809326,0.5329931661726119,1729891838719758588
0.1912107765674591,0.054025519639253616,0.5507476595407692,1729891838766958287
0.20323291420936584,0.061767641454935074,0.5662171933720852,1729891838814995145
0.21935325860977173,0.07263746857643127,0.5860290364416684,1729891838879066877
0.23156559467315674,0.08100027590990067,0.6073954704427975,1729891838926921574
0.2435353696346283,0.08982307463884354,0.6341844175785442,1729891838975766664
0.2552089989185333,0.09884387999773026,0.6597544047999333,1729891839023001111
0.2662208080291748,0.10800974071025848,0.6770012228415566,1729891839071792250
0.27698978781700134,0.11712513118982315,0.6916327621746774,1729891839119775116
0.28761452436447144,0.1264093816280365,0.7097914149818135,1729891839167682527
0.29832813143730164,0.13616976141929626,0.7296290250198546,1729891839215009643
0.31261518597602844,0.1494462937116623,0.7556132089106876,1729891839279872040
0.32275867462158203,0.15959212183952332,0.7749072657668941,1729891839327804102
0.3327544629573822,0.16977179050445557,0.795915774958979,1729891839374946242
0.342378169298172,0.18027587234973907,0.8130178910214505,1729891839421920826
0.3526400029659271,0.1915770024061203,0.823265188476189,1729891839472791266
0.3619878888130188,0.20224805176258087,0.8319711119890427,1729891839519842115
0.37142840027809143,0.21329252421855927,0.8459655569580451,1729891839567775519
0.3838638365268707,0.22831834852695465,0.8694182541191955,1729891839632832477
0.39295241236686707,0.239315003156662,0.8887233448322621,1729891839679051806
0.40175122022628784,0.2505505383014679,0.9080857269189979,1729891839726958396
0.4101868271827698,0.26192885637283325,0.9249487271200028,1729891839775737060
0.41893336176872253,0.2737061679363251,0.937550859905355,1729891839823477508
0.4277937114238739,0.2854313254356384,0.9294885857063485,1729891839871872666
0.4364328682422638,0.29654568433761597,0.9129612527705614,1729891839919395420
0.4453829228878021,0.3072859048843384,0.8995643250069447,1729891839967831037
0.4544863998889923,0.31902116537094116,0.9031580502968729,1729891840015827049
0.4660113751888275,0.3344631493091583,0.9342589604047274,1729891840079082057
0.47449415922164917,0.3463504910469055,0.9614167376954228,1729891840128164092
0.48247647285461426,0.3583558201789856,0.9866468618843003,1729891840175705540
0.49035000801086426,0.37102368474006653,1.0030795107521309,1729891840222974343
0.49852001667022705,0.38384634256362915,0.9964529475030306,1729891840272578860
0.5060063004493713,0.3951394557952881,0.9841783259400092,1729891840319516156
0.5140480399131775,0.40673017501831055,0.9781798634898822,1729891840367797306
0.5219258069992065,0.4187389612197876,0.9787532817992077,1729891840415563202
0.5291546583175659,0.4303513467311859,0.9833036892721133,1729891840463773516
0.5389384031295776,0.44610482454299927,0.9942639002536433,1729891840527293301
0.5464852452278137,0.4582982361316681,1.001602386748689,1729891840575389657
0.5545152425765991,0.47075891494750977,1.0030825341816445,1729891840623499773
0.5627302527427673,0.4830770492553711,0.9894999657752803,1729891840672174666
0.5707076787948608,0.4946337342262268,0.9589987334674548,1729891840719293023
0.5784278512001038,0.5051435232162476,0.9228841636796628,1729891840767752683
0.5867660045623779,0.5152525901794434,0.8950309339258021,1729891840814979046
0.5958732962608337,0.5259104371070862,0.8705606574238915,1729891840863237912
0.6087852120399475,0.5401383638381958,0.8395850597401096,1729891840927188257
0.6184844970703125,0.5503749251365662,0.8173274575648706,1729891840975036612
0.6282210350036621,0.5602356791496277,0.7957773587450642,1729891841023336310
0.6384695172309875,0.5701106190681458,0.7713799149604254,1729891841071838080
0.6492263078689575,0.579974889755249,0.7393819647631847,1729891841120673391
0.6598359942436218,0.5892781615257263,0.7077315450772184,1729891841167400727
0.670769989490509,0.5981038808822632,0.6799230618842262,1729891841215111733
0.6859569549560547,0.6093145608901978,0.6441550847644237,1729891841280429300
0.6970365643501282,0.6172082424163818,0.6171967560596033,1729891841327472991
0.7087149024009705,0.6249885559082031,0.5886070036848491,1729891841375890729
0.7208501100540161,0.6326612830162048,0.5664467423983839,1729891841423775319
0.733802080154419,0.6404770612716675,0.5513128175423315,1729891841470980964
0.7460922002792358,0.6476455330848694,0.5323256123992214,1729891841520189228
0.7577764391899109,0.6539300084114075,0.5125493035156697,1729891841567377602
0.7698853015899658,0.660395085811615,0.4932401404315836,1729891841615486986
0.7871833443641663,0.6688804030418396,0.47156864708308993,1729891841680050480
0.7996375560760498,0.6749119758605957,0.46189979988191376,1729891841726965694
0.8123673796653748,0.6817082166671753,0.4656903432405998,1729891841775781243
0.825103223323822,0.6885489225387573,0.4818339503714026,1729891841822944450
0.8374775052070618,0.6955569386482239,0.4967226429834537,1729891841871024581
0.8502771258354187,0.702842116355896,0.4988640501370056,1729891841919892819
0.8629952669143677,0.7099107503890991,0.5029668716428469,1729891841967890146
0.8753116726875305,0.7172717452049255,0.50942095587012,1729891842015628774
0.8923530578613281,0.7269043922424316,0.5120992201614661,1729891842079009860
0.9048591256141663,0.7337239980697632,0.5014623211213008,1729891842126957904
0.9175403714179993,0.7401832938194275,0.4887069673615818,1729891842175802344
0.9304296970367432,0.7464817762374878,0.47204011123220596,1729891842223804678
0.9431487917900085,0.7526304721832275,0.44907281850664343,1729891842271017135
0.9560379385948181,0.7583726644515991,0.4236190473201069,1729891842319861802
0.9688425660133362,0.7637286186218262,0.3961052611937043,1729891842367072067
0.9816479682922363,0.7685446739196777,0.366506420003115,1729891842415715853
0.9948778748512268,0.7730829119682312,0.33961878429407527,1729891842463564185
1.0127657651901245,0.7786701321601868,0.3182385751671625,1729891842527851948
1.02605140209198,0.7831447124481201,0.31508808009517475,1729891842575894817
1.0394153594970703,0.7878565192222595,0.33008546213198203,1729891842623884998
1.052402377128601,0.792816162109375,0.3491304800240564,1729891842671801933
1.0649298429489136,0.7978510856628418,0.36299442316525576,1729891842719798368
1.0785062313079834,0.8031841516494751,0.36625287369043985,1729891842767918821
1.0906833410263062,0.807937502861023,0.3599325621611644,1729891842815269175
1.102746605873108,0.8121331334114075,0.3522943857684402,1729891842863798747
1.119273066520691,0.817492663860321,0.3300402497129615,1729891842928796580
1.1312229633331299,0.8212788105010986,0.3018010594538598,1729891842974972949
1.1433542966842651,0.8245153427124023,0.275240289187953,1729891843023799656
1.1557466983795166,0.8281689882278442,0.27044288960870455,1729891843071792263
1.1684441566467285,0.8321647047996521,0.2796179005115608,1729891843119813280
1.1847442388534546,0.8373032808303833,0.297567256882879,1729891843183828304
1.1963225603103638,0.8410545587539673,0.32191913788580273,1729891843231821271
1.2044427394866943,0.8439360857009888,0.3392022621544332,1729891843263790852
1.2202563285827637,0.8498615026473999,0.36550517912212765,1729891843327945191
1.2318267822265625,0.854105532169342,0.36089904548845375,1729891843374974379
1.2427242994308472,0.857888400554657,0.33941055393964753,1729891843423855871
1.2534053325653076,0.8614351749420166,0.307318318155837,1729891843471799931
1.264585018157959,0.8649081587791443,0.26977997379561625,1729891843519833616
1.275701642036438,0.8677628636360168,0.23597187213779913,1729891843567764528
1.286642074584961,0.8703376650810242,0.2209349913663708,1729891843615562675
1.297980785369873,0.8732377886772156,0.23093066932315384,1729891843663869676
1.3128130435943604,0.8770657181739807,0.24950888911511482,1729891843727042220
1.323344349861145,0.8800137042999268,0.2526225188040289,1729891843775802213
1.333993673324585,0.8826076984405518,0.24663314801933583,1729891843823799988
1.3443610668182373,0.8848755955696106,0.23524610282675404,1729891843871804734
1.3547438383102417,0.8872206807136536,0.2245989145379996,1729891843919803257
1.3651962280273438,0.8893990516662598,0.21568047563018702,1729891843968234294
1.3751786947250366,0.8911383748054504,0.2066703176510736,1729891844015153211
1.3888630867004395,0.8938260674476624,0.1951929717403133,1729891844079121990
1.3991570472717285,0.8958105444908142,0.19064367205181693,1729891844126967942
1.4094032049179077,0.8975917100906372,0.18986889721675326,1729891844175907682
1.4192981719970703,0.8995776176452637,0.18602898140695093,1729891844223810190
1.4293960332870483,0.901152491569519,0.1804357853584337,1729891844271851016
1.4391833543777466,0.9028382897377014,0.1748617335550543,1729891844319823663
1.4491677284240723,0.9046154022216797,0.17101941997477574,1729891844368129385
1.458703637123108,0.9061554074287415,0.1684388357890437,1729891844416533512
1.47134268283844,0.9085036516189575,0.16709130279160744,1729891844478978386
1.4812777042388916,0.9102718234062195,0.16709130279160744,1729891844528133332
1.490512728691101,0.9118016958236694,0.16709130279160744,1729891844576882326
1.4995272159576416,0.9134001731872559,0.1630234217380247,1729891844623808437
1.5089739561080933,0.9148602485656738,0.15702507049399314,1729891844671808546
1.5182512998580933,0.9160699844360352,0.1501362850982319,1729891844719794470
1.5276157855987549,0.9176254272460938,0.14733315791777507,1729891844767827776
1.5365170240402222,0.9190177321434021,0.1468058098603782,1729891844816409530
1.5477666854858398,0.9208089113235474,0.14995860405210507,1729891844879796343
1.556522250175476,0.9223272204399109,0.15219119206378925,1729891844927690584
