e,e_dot,e_int,stamp
0.02998868336423697,0.0,0.004918289936690747,1729892280989901597
0.02998868336423697,0.0,0.00435843336614901,1729892281024928010
0.02998868336423697,0.0,0.0036890398908415926,1729892281071911042
0.027636459262089366,-0.024450824660086946,0.004165349131634303,1729892281120012336
0.04660406788407459,0.17061597148458246,0.005040491266935626,1729892281168630575
0.058430843034704576,0.3167438411092406,0.006448974871428573,1729892281217229550
0.08101649066896124,0.3545791644322569,0.009031536351198853,1729892281265716887
0.1433005673085374,0.7268263030994703,0.015768520189902192,1729892281328767276
0.19323084708965407,1.0211252826737924,0.023049552943948254,1729892281376121233
0.25880494968597256,1.1969483072616962,0.028667970156836215,1729892281425075638
0.3547710236142939,1.6911622081175253,0.038699050677549536,1729892281472052848
0.4737843700945614,2.239765860504436,0.052094894721315885,1729892281520894707
0.5719978050850408,1.9823124489445663,0.07921600600702054,1729892281585173799
0.6035167952305687,1.2688830344217759,0.07874645225621353,1729892281616385638
0.6433948271952068,0.8179032795320711,0.08632398630212133,1729892281680092231
0.7023887812251983,0.9273842226686102,0.10888386600310382,1729892281728101492
0.7586023647236761,1.2004575254183214,0.10097739525815473,1729892281776060583
0.649037112115151,-0.5486230578210921,0.10153415465261535,1729892281824340878
0.6788058804625094,-0.8223732395501393,0.10008688393912225,1729892281872000705
0.6350533735637048,-0.028992733192739262,0.10968375955652855,1729892281936098032
0.6172732644366503,-0.6176505388945726,0.09295168043203764,1729892281968267319
0.6506668692101943,0.07123395941358007,0.07631533757306712,1729892282016303531
0.6330907229458597,0.21060575795231418,0.10663998359947471,1729892282080458928
0.7107163013401877,0.6714979893764612,0.1118526488738529,1729892282128466251
0.785376592974148,1.5869044888675823,0.10216156851605604,1729892282176422216
0.8472124566785808,1.423770881073687,0.11232058684190341,1729892282224331280
0.896863103035324,1.156741121922495,0.1219870997786151,1729892282272875461
0.7654796873715547,-0.883130909776678,0.12002082481347454,1729892282319982343
0.8142031790367932,-1.014961393531701,0.1378075391562674,1729892282384165717
0.7543210647010524,-0.543852013965317,0.1127411283833021,1729892282416589854
0.7880007265974802,-0.6594565201141793,0.11337350975041877,1729892282480386615
0.7658001918669213,0.03151375959154823,0.12873633453496713,1729892282528140461
0.5832372966507745,-2.134103194651712,0.1023160556923297,1729892282576141539
0.5792801297960047,-1.9426491520160112,0.09281717744368326,1729892282624408185
0.5875511125774943,0.04407476279372544,0.08477388005226828,1729892282673022308
0.5826582007119877,0.032905237386993164,0.08355113710878853,1729892282719922830
0.594804684785248,0.07248542726247108,0.08438879279550104,1729892282768646261
0.5492476484053583,-0.2269989134350563,0.0979907399168666,1729892282833422784
0.6528148402500549,1.3453872963333402,0.08561252710013663,1729892282863936911
0.5605380582754964,0.9854041986605832,0.08403109272425546,1729892282928771793
0.5465986975696233,-0.8578979250223701,0.09898395796667432,1729892282976421836
0.5406028757717515,-0.20922923956132322,0.07848618868653906,1729892283024037092
0.5356460798759748,-0.11363981397433048,0.07831816036414516,1729892283072941187
0.5123340367983485,-0.29747030235308486,0.07635873641450397,1729892283120171572
0.47836113013084924,-0.5968691308831253,0.07307526006080414,1729892283168693511
0.4332742136520553,-0.8225069546025907,0.06852149772761026,1729892283216411532
0.44369391292666227,-0.3909170107289778,0.07564966498000819,1729892283280326375
0.43213726357617777,-0.039288064070517825,0.07314518497206328,1729892283328159962
0.4207807443060745,-0.2396885677608769,0.061974813471311764,1729892283375921413
0.41839519665938396,-0.143239288825447,0.06149559619188512,1729892283424903480
0.41386630120432766,-0.07251886508147308,0.060142178278381794,1729892283471915232
0.39330471097852326,-0.2606475966502479,0.058457429601484395,1729892283520300077
0.4072060747513456,-0.1035125077713922,0.06810926184729048,1729892283584086870
0.35936817081456474,-0.6369959026920599,0.05558793203589252,1729892283616151284
0.3676510072051957,-0.6821969605007379,0.055016276420814164,1729892283681098052
0.3510744615054948,-0.10944171523280681,0.0608035152973234,1729892283728949449
0.32967068723880877,-0.40103413187002196,0.04970733016544844,1729892283775923409
0.3190283967361315,-0.3386843655391471,0.047475966417636684,1729892283823922899
0.315210502365332,-0.15063426025827056,0.04626383535109447,1729892283871915593
0.41472878393669255,0.9901004147880049,0.05051210729339987,1729892283920231284
0.39977302667278114,0.8743782539967566,0.05445524245367094,1729892283968321003
0.3844742294731248,-0.3132551800557718,0.0578975362439067,1729892284016809567
0.370532691618888,-0.3054405136022139,0.05524999392706704,1729892284064010122
0.3777066485079654,-0.0927409639546806,0.06370772581239931,1729892284129296332
0.32692645396678777,-0.4893152121057479,0.06017542964871948,1729892284175947376
0.2773089960742243,-1.0590169108909047,0.046566490884289186,1729892284224142073
0.245621392682156,-0.8463576480113584,0.04078246784647695,1729892284271922228
0.32876339701124446,0.4995429470986547,0.041646490668180776,1729892284321938850
0.2430336518793581,0.1487896545254117,0.046117152872737086,1729892284384758166
0.29328675588760356,0.11789125777210852,0.04075322603862607,1729892284416157033
0.28441277088518446,0.7076495204778641,0.03254935864418402,1729892284464076039
