imu_ax,imu_ay,kf_ax,kf_ay,kf_vx,kf_w,kf_x,kf_y,stamp,
-0.012632548809051514, 0.0018045902252197266, -0.009011492472906455, -0.0, -0.00020574183728096936, 0.0, 4.1148367456193856e-05, 0.0, 1731708636487719250, 
0.003634631633758545, -0.02493000030517578, -0.002068120849712603, -7.674734574015112e-10, -0.0002728545809483629, 2.8127563581084014e-06, 4.630413241744518e-05, -2.72330193383977e-12, 1731708636587570893, 
0.0052741169929504395, -0.01582413911819458, 0.0016919315237630176, -3.824368991777817e-10, -0.00010673658531707293, 3.5829973203818567e-06, 2.658979479484831e-05, -8.749645557913418e-12, 1731708636685179078, 
0.9142942428588867, -0.09588366746902466, 0.4613421708362814, -0.016752451122336854, 0.056770899831227295, -0.2950887016436197, 0.0023151307107293307, 4.743002842578212e-07, 1731708637087004787, 
1.0825964212417603, -0.44464075565338135, 0.7754326683967077, -0.1890568625745289, 0.21816973004244022, -0.8665586309235105, 0.017445155559931827, -0.0005085954736799064, 1731708637187183377, 
0.09803551435470581, -0.16820180416107178, 0.4358004649454072, -0.2524034116643748, 0.2448667309312486, -1.0307787044179646, 0.03637598267913512, -0.003056372421738761, 1731708637287082360, 
0.5889773964881897, -0.34051430225372314, 0.5128002791409103, -0.3188660696842261, 0.30520452035704343, -1.0447619494993086, 0.06109281885857967, -0.00863954189442396, 1731708637387456250, 
0.29147231578826904, -0.003259003162384033, 0.3980262720606469, -0.237743453799905, 0.23980392446499543, -0.9914076858012755, 0.08309698273180408, -0.016537422354922136, 1731708637486968254, 
-0.39325040578842163, -0.16556692123413086, 0.002574562405174008, -0.24449455217337818, 0.25674774152359015, -0.9522753762993232, 0.10570819340371186, -0.026415878148419024, 1731708637586922046, 
0.004288017749786377, -0.470064640045166, 0.006602079233684419, -0.3424054600461382, 0.33930818287985504, -1.0091282124114875, 0.13204805810109785, -0.041398662754528845, 1731708637686976975, 
-0.231725811958313, -1.3361833095550537, -0.10205655056451192, -0.765495027560416, 0.6029833240786528, -1.2695127659294358, 0.17170985278361076, -0.06964797809826569, 1731708637787042531, 
0.29252487421035767, -0.4152158498764038, 0.08838070686073117, -0.5140735070976921, 0.427995839623485, -1.2011180004691893, 0.20796403914362147, -0.10401091318253998, 1731708638085550722, 
-0.3367658257484436, -0.24862271547317505, -0.1280855651333616, -0.36935012929979133, 0.32444792925993493, -1.1383957054134333, 0.23255670638809225, -0.13313261089295614, 1731708638185577629, 
