e,e_dot,e_int,stamp,
-2.964915389214195,-20.316438356211872,-0.191937749380663,97243000000,
-2.9292594856951077,0.38302494483336336,-0.5958894562702945,97345000000,
-2.9286766543797986,0.12079578278132146,-0.5881901019526068,97447000000,
-2.9100346284097993,0.06408285761769476,-0.584531384565647,97515000000,
-2.878731597848917,0.1664835217696048,-0.5811628587092343,97617000000,
-2.8612355527173605,0.16266358564146266,-0.5766667852650718,97685000000,
-2.806583583490003,0.24049338119638128,-0.5697700489370854,97787000000,
-2.67206030323808,0.6305841649309348,-0.5559919626296962,97889000000,
-2.5593099745389267,0.8242453631702537,-0.535863590751134,97991000000,
1.360948872645647,13.443363919612423,-0.258028093675424,98059000000,
1.187509613322459,12.489398626204618,-0.000723432571388057,98161000000,
1.6496791852910082,0.9624343754845377,0.2798758447506076,98263000000,
1.9249715639255396,2.4582065020102686,0.3174773575026004,98331000000,
2.1193181316442287,1.565463154510735,0.3795979253907184,98433000000,
2.414196679566581,1.6307503854701373,0.4305657583424233,98501000000,
2.6548912755731475,1.7852438130963961,0.47922707245226376,98603000000,
-2.921324028015679,-17.785069025274197,0.14318426180826999,98705000000,
-2.408477569811595,-16.877896151282474,-0.17832735481694179,98773000000,
-0.1523187785384651,9.23001749825738,-0.3654746917577159,98875000000,
0.12861155507928979,8.456963749636284,-0.16214565288471802,98977000000,
0.371586229502133,1.7463500268019938,0.023191933736197178,99045000000,
0.6264127433549556,1.659337294252219,0.07510736852909189,99147000000,
0.9771501915741235,2.0185465402399685,0.1316766109620808,99215000000,
1.3432147647362989,2.3893400712711443,0.19645184664435852,99317000000,
1.7377579792681623,2.5353592923134625,0.2705415290385723,99419000000,
2.1456982212189897,2.6749448549423023,0.3484447310148967,99487000000,
2.528685456486799,2.636424924062122,0.42747611046493006,99555000000,
0.9537870489089331,-3.973037241033522,0.3752113817743148,99657000000,
1.3035781812207814,-4.083690917553391,0.3190700457744342,99759000000,
1.6032680102416397,2.1649365377756884,0.25737554935809026,99861000000,
1.9304417642612521,2.089545276801569,0.3224858637149115,99963000000,
1.3442910599028277,-0.8632565011293732,0.32520005562704796,100031000000,
1.4225448326604966,-1.6929897720025184,0.31315184378830513,100133000000,
1.8018854950234489,1.5253147837354037,0.30458142583911824,100201000000,
2.227249148874132,2.682347720712119,0.3634452984372052,100337000000,
2.1546771321367837,1.175972123711116,0.412254118402291,100405000000,
2.5614995250059325,1.1141679204393344,0.46289505373445655,100507000000,
2.859741305323356,2.3502139106219078,0.5050611974977381,100575000000,
